,field,pvalues,rsquared,coef,conf_low,conf_high
211,C(borrower_state)[T.KS],0.314635969104,0.329634054124,-0.0167829813888,-0.0494958291748,0.0159298663972
212,C(borrower_state)[T.KY],0.784699056759,0.329634054124,-0.00449934203516,-0.0367781364441,0.0277794523737
213,C(borrower_state)[T.LA],0.139043021853,0.329634054124,-0.0241343570834,-0.056109281062,0.00784056689517
214,C(borrower_state)[T.MA],0.014993847589,0.329634054124,-0.037756170006,-0.0681774346227,-0.00733490538935
215,C(borrower_state)[T.MD],0.0935121825114,0.329634054124,-0.0260937306711,-0.0565875314569,0.00440007011477
216,C(borrower_state)[T.ME],5.39499893585e-19,0.329634054124,-0.438488729332,-0.535003523996,-0.341973934669
217,C(borrower_state)[T.MI],0.257979043095,0.329634054124,-0.0175071078825,-0.0478412501901,0.0128270344251
218,C(borrower_state)[T.MN],0.0764102501651,0.329634054124,-0.027884264718,-0.0587280073037,0.00295947786767
219,C(borrower_state)[T.MO],0.109540611518,0.329634054124,-0.0252521244551,-0.0561803990658,0.00567615015562
220,C(borrower_state)[T.MS],0.263496943351,0.329634054124,-0.0190604972604,-0.0524706161836,0.0143496216629
221,C(borrower_state)[T.MT],0.394297148202,0.329634054124,-0.0167211585852,-0.0551938537861,0.0217515366157
222,C(borrower_state)[T.NC],0.281429775093,0.329634054124,-0.016725341482,-0.047159624247,0.013708941283
223,C(borrower_state)[T.ND],9.01738062361e-06,0.329634054124,-0.347348760133,-0.500695176572,-0.194002343695
224,C(borrower_state)[T.NE],0.332345245574,0.329634054124,0.0168441004166,-0.0172119202069,0.0509001210401
225,C(borrower_state)[T.NH],0.426838879431,0.329634054124,0.0141201711732,-0.020708276006,0.0489486183524
226,C(borrower_state)[T.NJ],0.652277326284,0.329634054124,-0.00693401054197,-0.0370947784143,0.0232267573303
227,C(borrower_state)[T.NM],0.849390176027,0.329634054124,0.00341179822234,-0.0318022610486,0.0386258574933
228,C(borrower_state)[T.NV],0.826718035359,0.329634054124,-0.00352189200752,-0.0350541384075,0.0280103543925
229,C(borrower_state)[T.NY],0.603205811455,0.329634054124,0.00789118287705,-0.0218637518885,0.0376461176426
230,C(borrower_state)[T.OH],0.285322523597,0.329634054124,-0.0164194169526,-0.0465395825345,0.0137007486294
231,C(borrower_state)[T.OK],0.0395844903871,0.329634054124,-0.0341013612094,-0.0665773096892,-0.00162541272956
232,C(borrower_state)[T.OR],0.473127558301,0.329634054124,-0.0114967305306,-0.0429063643686,0.0199129033074
233,C(borrower_state)[T.PA],1.60896916862e-18,0.329634054124,0.141839489426,0.110185549177,0.173493429674
234,C(borrower_state)[T.RI],0.576802039832,0.329634054124,-0.0100315314292,-0.045263307185,0.0252002443265
235,C(borrower_state)[T.SC],0.829875058755,0.329634054124,-0.00351235884603,-0.0355521388531,0.0285274211611
236,C(borrower_state)[T.SD],0.336092258389,0.329634054124,-0.0208683796539,-0.0633891826802,0.0216524233723
237,C(borrower_state)[T.TN],0.513582971917,0.329634054124,-0.0103836394946,-0.0415371759702,0.020769896981
238,C(borrower_state)[T.TX],0.927047772321,0.329634054124,-0.001388939115,-0.0311212149259,0.0283433366959
239,C(borrower_state)[T.UT],0.127789224504,0.329634054124,-0.0261870686011,-0.0598902249239,0.00751608772172
240,C(borrower_state)[T.VA],0.850099800823,0.329634054124,-0.00292498211403,-0.0332591280927,0.0274091638646
241,C(borrower_state)[T.VT],0.0217386732279,0.329634054124,0.0515653739585,0.00752599134385,0.0956047565731
242,C(borrower_state)[T.WA],0.191942877123,0.329634054124,-0.0203456185489,-0.0509059724189,0.0102147353211
243,C(borrower_state)[T.WI],0.712227947692,0.329634054124,-0.00587379011027,-0.037084250387,0.0253366701665
244,C(borrower_state)[T.WV],0.585619439836,0.329634054124,0.0100161475737,-0.0259918231627,0.0460241183102
245,C(borrower_state)[T.WY],0.86934419623,0.329634054124,0.00357878139282,-0.0390636009918,0.0462211637775
